State,Year,City,Population,Violent Crime Total,Murder and nonnegligent manslaughter,Rape1,Robbery,Aggravated assault,Property Crime Total,Burglary,Larceny-theft,Motor vehicle theft,Arson2
Illinois,2020,Naperville,"149,137",99,1,19,29,50,,159,,86,3
Illinois,2020,New Athens,"1,865",2,0,2,0,0,,5,,3,0
Illinois,2020,New Baden,"3,228",1,0,0,1,0,,5,,1,1
Illinois,2020,New Lenox,"27,230",24,1,11,2,10,,11,,15,0
Illinois,2020,Niles,"28,839",15,0,0,4,11,,46,,22,2
Illinois,2020,Nokomis,"2,094",12,0,4,0,8,,1,,4,2
Illinois,2020,Normal,"54,677",105,0,23,19,63,,84,,31,1
Illinois,2020,North Aurora,"18,222",32,0,4,6,22,,31,,9,1
Illinois,2020,Northbrook,"32,927",10,0,2,3,5,,48,,18,0
Illinois,2020,Northfield,"5,378",2,0,0,0,2,,16,,8,0
Illinois,2020,Northlake,"12,142",28,0,3,11,14,,15,,7,0
Illinois,2020,North Pekin,"1,540",0,0,0,0,0,,0,,0,0
Illinois,2020,North Riverside,"6,402",54,1,3,20,30,,44,,14,0
Illinois,2020,Oak Brook,"8,029",13,0,4,5,4,,42,,12,0
Illinois,2020,Oakbrook Terrace,"2,097",16,0,2,5,9,,10,,6,1
Illinois,2020,Oak Forest,"27,084",48,0,8,15,25,,37,,40,0
Illinois,2020,Oak Lawn,"54,836",93,0,8,28,57,,55,,11,3
Illinois,2020,Oak Park,"52,435",194,2,17,108,67,,220,,85,4
Illinois,2020,Oakwood,"1,473",2,0,1,0,1,,4,,0,0
Illinois,2020,Oblong,"1,361",9,0,0,0,9,,4,,0,0
Illinois,2020,O'Fallon,"29,672",72,0,26,10,36,,57,,20,4
Illinois,2020,Okawville,"1,352",2,0,0,0,2,,2,,0,0
Illinois,2020,Olympia Fields,"4,775",12,1,4,5,2,,6,,16,1
Illinois,2020,Onarga,"1,252",1,0,1,0,0,,5,,0,0
Illinois,2020,Orion,"1,791",3,0,0,0,3,,2,,2,0
Illinois,2020,Orland Park,"57,993",22,0,0,5,17,,12,,26,0
Illinois,2020,Oswego,"36,934",27,0,7,6,14,,15,,11,6
Illinois,2020,Ottawa,"17,983",20,0,2,3,15,,26,,11,3
Illinois,2020,Palatine,"67,358",33,0,12,6,15,,12,,15,1
Illinois,2020,Palestine,"1,263",6,0,0,0,6,,8,,0,0
Illinois,2020,Palos Heights,"12,520",8,0,0,3,5,,5,,0,0
Illinois,2020,Palos Hills,"17,013",13,0,0,6,7,,8,,2,1
Illinois,2020,Palos Park,"4,723",2,0,0,1,1,,5,,2,0
Illinois,2020,Paris,"8,225",46,0,5,2,39,,81,,15,2
Illinois,2020,Park City,"7,422",13,0,1,4,8,,6,,11,1
Illinois,2020,Park Forest,"21,125",64,1,7,12,44,,28,,49,1
Illinois,2020,Park Ridge,"36,888",19,0,3,6,10,,65,,10,2
Illinois,2020,Pawnee,"2,628",13,0,4,1,8,,0,,0,0
Illinois,2020,Paxton,"4,085",16,0,4,0,12,,18,,1,0
Illinois,2020,Peoria,"109,924","1,084",14,72,196,802,,652,,430,75
Illinois,2020,Peoria Heights,"5,748",29,0,6,2,21,,14,,12,0
Illinois,2020,Peotone,"4,100",6,0,2,0,4,,7,,1,0
Illinois,2020,Peru,"9,666",20,0,5,0,15,,3,,4,2
Illinois,2020,Petersburg,"2,202",1,0,0,0,1,,6,,0,0
Illinois,2020,Phoenix,"1,901",16,0,0,5,11,,9,,3,0
Illinois,2020,Pierron,539,0,0,0,0,0,,1,,0,0
Illinois,2020,Pinckneyville,"5,343",5,0,4,0,1,,7,,0,0
Illinois,2020,Pingree Grove,"10,757",7,0,4,0,3,,1,,1,0
Illinois,2020,Pittsfield,"4,219",9,0,0,1,8,,5,,2,0
Illinois,2020,Plano,"11,755",27,0,4,1,22,,5,,5,0
Illinois,2020,Pleasant Plains,790,0,0,0,0,0,,0,,0,0
Illinois,2020,Pontiac,"11,184",34,0,4,2,28,,21,,6,0
Illinois,2020,Posen,"5,844",18,1,0,8,9,,15,,28,2
Illinois,2020,Potomac,684,0,0,0,0,0,,0,,0,0
Illinois,2020,Princeton,"7,420",10,1,0,1,8,,11,,4,0
Illinois,2020,Prospect Heights,"15,845",21,0,2,4,15,,18,,6,1
Illinois,2020,Quincy,"39,860",197,0,36,14,147,,131,,45,11
Illinois,2020,Rankin,508,0,0,0,0,0,,0,,0,0
Illinois,2020,Red Bud,"3,457",3,0,0,0,3,,4,,0,0
Illinois,2020,Richmond,"1,908",2,0,0,0,2,,2,,1,0
Illinois,2020,Richton Park,"13,250",39,1,5,8,25,,14,,32,0
Illinois,2020,Ridge Farm,804,4,0,0,0,4,,2,,0,0
Illinois,2020,Riverdale,"13,025",87,4,8,36,39,,58,,64,4
Illinois,2020,River Forest,"10,776",16,0,0,11,5,,17,,2,0
Illinois,2020,River Grove,"9,843",21,0,4,6,11,,20,,12,1
Illinois,2020,Riverside,"8,529",14,0,3,8,3,,15,,1,0
Illinois,2020,Riverton,"3,430",13,0,2,1,10,,12,,5,0
Illinois,2020,Riverwoods,"3,550",1,0,1,0,0,,9,,0,0
Illinois,2020,Robbins,"5,448",43,0,10,10,23,,25,,22,0
Illinois,2020,Rochelle,"8,998",22,1,3,3,15,,19,,7,1
Illinois,2020,Rockdale,"1,901",1,0,0,0,1,,1,,0,0
Illinois,2020,Rock Falls,"8,670",32,0,14,3,15,,42,,21,4
Illinois,2020,Rockford,"144,795","2,101",30,102,238,"1,731","4,104",742,"2,968",394,60
Illinois,2020,Rock Island,"36,981",213,7,8,50,148,,139,,124,23
Illinois,2020,Rolling Meadows,"23,469",23,1,2,2,18,,19,,12,2
Illinois,2020,Roscoe4,"10,473",15,0,4,0,11,,7,,5,1
Illinois,2020,Roselle,"22,431",14,1,4,1,8,,21,,9,0
Illinois,2020,Rosemont,"4,050",49,1,12,9,27,,18,,10,0
Illinois,2020,Rossville,"1,205",5,0,0,4,1,,8,,0,0
Illinois,2020,Round Lake,"18,069",13,0,0,4,9,,18,,18,0
Illinois,2020,Round Lake Heights,"2,634",4,0,0,0,4,,1,,3,0
Illinois,2020,Round Lake Park,"7,779",13,0,0,0,13,,10,,5,1
Illinois,2020,Roxana,"1,423",4,0,3,1,0,,3,,7,0
Illinois,2020,Royalton,"1,113",2,0,0,0,2,,2,,0,0
Illinois,2020,Ruma,303,0,0,0,0,0,,2,,0,0
Illinois,2020,Salem,"6,921",26,0,6,2,18,,66,,14,2
Illinois,2020,Sandoval,"1,207",6,0,0,0,6,,13,,1,16
Illinois,2020,Sandwich,"7,418",10,0,0,0,10,,5,,0,0
Illinois,2020,San Jose,589,0,0,0,0,0,,0,,0,0
Illinois,2020,Sauget,167,1,1,0,0,0,,9,,7,0
Illinois,2020,Schaumburg,"72,733",78,0,28,24,26,,72,,65,0
Illinois,2020,Schiller Park,"11,360",21,1,1,10,9,,10,,25,0
Illinois,2020,Seneca,"2,240",3,0,1,0,2,,7,,1,0
Illinois,2020,Shawneetown,"1,060",7,0,0,0,7,,2,,0,0
Illinois,2020,Shiloh,"13,701",16,0,6,0,10,,9,,17,2
Illinois,2020,Shorewood,"17,722",17,0,11,3,3,,7,,8,0
Illinois,2020,Sidell,557,0,0,0,0,0,,0,,0,0
Illinois,2020,Silvis,"7,470",28,1,3,1,23,,26,,10,0
Illinois,2020,Skokie,"62,462",125,0,14,44,67,,135,,79,3
Illinois,2020,Sleepy Hollow,"3,236",2,0,0,0,2,,3,,2,0
Illinois,2020,Smithton,"3,823",0,0,0,0,0,,9,,0,0
Illinois,2020,South Barrington,"5,044",0,0,0,0,0,,15,,5,0
Illinois,2020,South Beloit,"7,594",17,0,3,6,8,,21,,12,0
Illinois,2020,South Chicago Heights,"3,988",11,0,0,3,8,,11,,15,0
Illinois,2020,Southern View,"1,560",8,0,0,0,8,,3,,0,0
Illinois,2020,South Holland,"21,218",59,0,10,31,18,,44,,127,2
Illinois,2020,South Pekin,"1,087",5,0,1,0,4,,0,,3,0
Illinois,2020,South Roxana,"1,981",9,0,4,2,3,,30,,5,0
Illinois,2020,Springfield,"113,912","1,078",11,101,195,771,,937,,254,39
Illinois,2020,Spring Grove,"5,698",0,0,0,0,0,,1,,1,0
Illinois,2020,Spring Valley,"5,081",11,0,4,0,7,,6,,1,0
Illinois,2020,Stanford,596,0,0,0,0,0,,1,,0,0
Illinois,2020,St. Charles,"32,949",44,0,8,6,30,,37,,18,0
Illinois,2020,Steger,"9,184",36,1,10,9,16,,22,,19,1
Illinois,2020,Sterling,"14,361",38,3,21,3,11,,62,,32,1
Illinois,2020,Stickney,"6,542",4,0,0,2,2,,9,,1,0
Illinois,2020,Stockton,"1,696",2,0,1,0,1,,2,,0,0
Illinois,2020,Stone Park,"4,812",10,2,0,3,5,,21,,3,0
Illinois,2020,Stonington,837,1,0,0,0,1,,0,,1,0
Illinois,2020,Streamwood,"39,154",59,0,11,10,38,,29,,54,2
Illinois,2020,Streator,"13,019",25,0,20,1,4,,30,,8,10
Illinois,2020,Sullivan,"4,431",36,0,0,0,36,,4,,4,0
Illinois,2020,Summit,"11,123",48,1,12,17,18,,14,,25,4
Illinois,2020,Swansea,"13,323",23,0,8,3,12,,29,,18,0
Illinois,2020,Sycamore,"18,413",13,0,4,1,8,,17,,7,0
Illinois,2020,Taylorville,"10,264",24,0,0,3,21,,29,,2,1
Illinois,2020,Thayer,651,2,0,0,0,2,,1,,0,0
Illinois,2020,Thornton,"2,403",3,0,0,1,2,,6,,2,0
Illinois,2020,Tilton,"2,683",15,0,0,2,13,,16,,8,0
Illinois,2020,Tinley Park,"55,652",38,0,5,8,25,,26,,31,0
Illinois,2020,Tolono,"3,384",4,0,2,0,2,,4,,3,1
Illinois,2020,Toluca,"1,254",3,0,0,0,3,,3,,1,0
Illinois,2020,Tonica,709,1,0,0,0,1,,0,,0,0
Illinois,2020,Tower Lakes,"1,220",0,0,0,0,0,,1,,0,0
Illinois,2020,Trenton,"2,576",1,0,0,0,1,,7,,2,0
Illinois,2020,Troy,"10,422",19,0,12,1,6,,4,,9,0
Illinois,2020,Tuscola,"4,350",7,0,0,0,7,,11,,5,0
Illinois,2020,University Park,"6,861",19,1,0,7,11,,13,,23,0
Illinois,2020,Urbana5,"42,211",,2,41,36,,,137,,42,7
Illinois,2020,Vernon Hills,"26,693",21,0,5,4,12,,21,,5,1
Illinois,2020,Vienna,"1,441",1,0,0,0,1,,7,,1,0
Illinois,2020,Villa Park,"21,421",29,0,10,9,10,,30,,15,0
Illinois,2020,Viola,881,0,0,0,0,0,,0,,0,0
Illinois,2020,Virden,"3,309",21,0,5,1,15,,16,,6,1
Illinois,2020,Warrensburg,"1,117",3,0,1,0,2,,3,,1,0
Illinois,2020,Warrenville,"13,172",12,0,2,3,7,,19,,4,0
Illinois,2020,Washington,"16,662",26,2,5,1,18,,22,,2,0
Illinois,2020,Watseka,"4,713",9,0,7,0,2,,10,,7,0
Illinois,2020,Waukegan,"85,739",316,7,13,108,188,,215,,62,4
Illinois,2020,Wayne,"2,427",0,0,0,0,0,,5,,0,0
Illinois,2020,Westchester,"16,051",8,0,1,3,4,,40,,11,1
Illinois,2020,West Chicago,"26,768",36,2,13,1,20,,23,,15,1
Illinois,2020,West Dundee,"8,215",6,0,3,1,2,,8,,2,0
Illinois,2020,Western Springs,"13,404",1,0,0,0,1,,18,,3,2
Illinois,2020,Westmont,"24,416",31,0,10,3,18,,40,,19,2
Illinois,2020,Westville,"2,918",7,0,1,0,6,,11,,3,0
Illinois,2020,Wheaton,"52,706",46,0,9,10,27,,53,,19,5
Illinois,2020,Wheeling,"38,753",28,1,7,7,13,,26,,20,1
Illinois,2020,White Hall,"2,309",6,0,0,0,6,,3,,2,0
Illinois,2020,Williamsville,"1,486",3,0,0,0,3,,1,,1,0
Illinois,2020,Willowbrook,"8,566",21,0,4,6,11,,17,,8,2
Illinois,2020,Willow Springs,"5,606",1,0,0,1,0,,6,,6,0
Illinois,2020,Winnetka,"12,328",4,0,1,0,3,,12,,17,0
Illinois,2020,Witt,837,0,0,0,0,0,,2,,0,0
Illinois,2020,Wonder Lake,"3,866",1,0,0,0,1,,6,,1,0
Illinois,2020,Wood Dale,"13,588",16,0,4,4,8,,12,,9,0
Illinois,2020,Woodridge,"33,478",33,0,7,7,19,,31,,28,2
Illinois,2020,Woodstock,"25,283",17,0,6,2,9,,6,,12,1
Illinois,2020,Yates City,648,0,0,0,0,0,,0,,1,0
Illinois,2020,Yorkville,"21,052",20,0,8,6,6,,6,,5,2
Illinois,2020,Zion,"23,387",145,3,26,32,84,,57,,97,10
Indiana,2020,Angola,"8,748",5,0,2,1,2,241,44,175,22,0
Indiana,2020,Avon,"19,377",30,1,11,5,13,376,25,328,23,1
Indiana,2020,Bargersville4,"8,342",3,2,0,0,1,76,3,60,13,1
Indiana,2020,Bedford4,"13,192",12,0,2,2,8,280,30,235,15,0
Indiana,2020,Bloomington4,"86,347",480,7,52,67,354,"2,079",346,"1,595",138,10
Indiana,2020,Bluffton,"10,173",9,0,5,2,2,132,7,120,5,0
Indiana,2020,Boonville,"6,200",48,0,1,1,46,125,21,98,6,0
Indiana,2020,Brookville,"2,523",6,0,0,0,6,16,1,14,1,0
Indiana,2020,Brownsburg4,"27,621",23,0,5,5,13,266,23,215,28,0
Indiana,2020,Carmel4,"103,100",51,1,15,15,20,605,39,508,58,1
Indiana,2020,Cedar Lake4,"13,372",26,0,4,3,19,130,16,103,11,0
Indiana,2020,Charlestown,"8,461",19,0,1,0,18,83,12,62,9,3
Indiana,2020,Chesterton,"14,203",19,0,2,1,16,84,6,69,9,
Indiana,2020,Claypool,434,1,0,1,0,0,5,2,2,1,0
Indiana,2020,Clinton,"4,670",48,0,0,0,48,121,15,106,0,1
Indiana,2020,Columbia City,"9,283",25,0,3,0,22,132,8,117,7,0
Indiana,2020,Cumberland4,"6,097",17,2,3,5,7,258,26,217,15,0
Indiana,2020,Dyer4,"15,932",1,0,0,0,1,51,0,47,4,0
Indiana,2020,Edinburgh4,"4,603",7,0,0,1,6,64,7,51,6,0
Indiana,2020,Evansville4,"117,747","1,185",10,77,115,983,"4,252",626,"3,188",438,56
Indiana,2020,Fishers4,"97,481",64,0,9,10,45,630,23,539,68,3
Indiana,2020,Fort Wayne,"272,270","1,124",39,97,245,743,"6,117",655,"4,952",510,87
